"ONDERWIJSSECTOR","JAAR","SCHOOLTYPE","RPA_GEBIEDCODE","RANDSTAD","CATEGORIE_SCHOOLOMVANG","CATEGORIE_BESTUUROMVANG","AANTAL_LEERLINGEN","OMVANG_FORMATIE_TOTAAL","OMVANG_FORMATIE_MANAGER","OMVANG_FORMATIE_OP","OMVANG_FORMATIE_LIO","OMVANG_FORMATIE_OOP_OBP","OMVANG_FORMATIE_ONBEKEND","LEERLING_LERAAR_RATIO","OMVANG_FORMATIE_OP_LA","OMVANG_FORMATIE_OP_LB","OMVANG_FORMATIE_OP_LC","OMVANG_FORMATIE_OP_LD","OMVANG_FORMATIE_OP_LE","OMVANG_FORMATIE_OP_OVERIG","AANDEEL_FORMATIE_OP_LA","AANDEEL_FORMATIE_OP_LB","AANDEEL_FORMATIE_OP_LC","AANDEEL_FORMATIE_OP_LD","AANDEEL_FORMATIE_OP_LE","AANDEEL_FORMATIE_OP_OVERIG","STREEFPERCENTAGE_FORMATIE_OP_LA","STREEFPERCENTAGE_FORMATIE_OP_LB","STREEFPERCENTAGE_FORMATIE_OP_LC","STREEFPERCENTAGE_FORMATIE_OP_LD","STREEFPERCENTAGE_FORMATIE_OP_LE","STREEFPERCENTAGE_FORMATIE_OP_OVERIG"
4,2009," ",,,8,,158158,11625.2,214.3,7277.6,11.4,4122,0,21.7,0,4177.3,2476.8,505.1,11.9,106.6,0,57.4,34,6.9,0.2,1.5,,,,,,
4,2010," ",,,8,,155718,11724,242.5,7226.1,11.7,4243.8,0,21.5,0,4047.1,2565.3,498.7,10.6,104.5,0,56,35.5,6.9,0.1,1.4,,,,,,
4,2011," ",,,8,,158506,11672.9,260,7171.3,13.9,4146.4,81.3,22.1,0,3648.4,2934.8,539,28.6,20.6,0,50.9,40.9,7.5,0.4,0.3,,,,,,
4,2012," ",,,8,,164474,11959.2,366.8,7357.7,9.8,4132,93,22.4,0,3898.6,2892.2,507.9,29.3,29.7,0,53,39.3,6.9,0.4,0.4,,,,,,
4,2013," ",,,8,,192621,14159.4,451.1,8651.9,22.3,5012.2,21.9,22.3,0,4379.7,3551,591.2,37.5,92.5,0,50.6,41,6.8,0.4,1.1,,,,,,
4,2014," ",,,8,,191221,14583.8,445.2,8915.2,28.6,5177.7,17.1,21.4,0,4485.6,3680.6,658.9,31.3,58.8,0,50.3,41.3,7.4,0.4,0.7,,,,,,
4,2015," ",,,8,,189044,15214.9,455.7,9291.6,48.1,5394,25.4,20.3,0,4768.1,3751.4,671.9,29.2,71,0,51.3,40.4,7.2,0.3,0.8,,,,,,
4,2016," ",,,8,,188990,15540.7,427.3,9389.3,46.2,5638,39.8,20.1,0,5015.9,3638.9,617.9,30.2,86.4,0,53.4,38.8,6.6,0.3,0.9,,,,,,
4,2017," ",,,8,,183802,15657,516.3,9327.6,42.2,5740.8,30.1,19.7,0,5136,3500.6,617,25.1,48.9,0,55.1,37.5,6.6,0.3,0.5,,,,,,
4,2006," ",,,9,,377033,27286.4,367,16937,28.9,9953.5,0,22.3,0,6378.3,8501,1874.6,170.7,12.4,0,37.7,50.2,11.1,1,0.1,,,,,,
4,2007," ",,,9,,348717,25290.8,306.4,15487.1,32.1,9465.2,0,22.5,0,5979.7,7665.7,1678.8,158.9,4.1,0,38.6,49.5,10.8,1,0,,,,,,
4,2008," ",,,9,,424656,32403.3,621.8,17810.4,35,12947.4,988.8,23.8,0,7772.3,8677.6,1318.2,29,13.3,0,43.6,48.7,7.4,0.2,0.1,,,,,,
4,2009," ",,,9,,414128,30577.4,325.2,17498.2,43.3,12710.8,0,23.7,0,7501.7,8544,1321,40.2,91.3,0,42.9,48.8,7.5,0.2,0.5,,,,,,
4,2010," ",,,9,,397841,29712,329.6,16699.8,58.8,12610.1,13.7,23.8,0,7550.2,7946.8,1136.6,20.8,45.4,0,45.2,47.6,6.8,0.1,0.3,,,,,,
4,2011," ",,,9,,383122,28587.8,314.4,16128.6,68.1,12044.8,31.9,23.8,0,5862.4,8917.9,1302.2,22.5,23.6,0,36.3,55.3,8.1,0.1,0.1,,,,,,
4,2012," ",,,9,,314917,23249,328.5,13492.4,121.2,9251.5,55.4,23.3,0,4912.5,7476.5,1057.5,28.6,17.2,0,36.4,55.4,7.8,0.2,0.1,,,,,,
4,2013," ",,,9,,352874,24550.5,445,14199.9,196.7,9622.9,86.1,24.9,0,5384.6,7598.4,1139.6,15.8,61.5,0,37.9,53.5,8,0.1,0.4,,,,,,
4,2014," ",,,9,,344662,26095.2,498.5,15061.4,258.2,10180.9,96.2,22.9,0,6009,7902.3,1097.5,17.4,35.3,0,39.9,52.5,7.3,0.1,0.2,,,,,,
4,2015," ",,,9,,318508,26238.5,517.6,15024.8,249.6,10306.5,140,21.2,0,6556.4,7456.7,961,16.5,34.2,0,43.6,49.6,6.4,0.1,0.2,,,,,,
4,2016," ",,,9,,335404,28129.3,463.3,16169.5,122.9,11245.4,128.2,20.7,0,7441,7708.9,971.9,13.5,34.1,0,46,47.7,6,0.1,0.2,,,,,,
4,2017," ",,,9,,305299,25528.4,424.1,14670.6,62,10269.4,102.4,20.8,0,6978.7,6840.2,810.2,13,28.5,0,47.6,46.6,5.5,0.1,0.2,,,,,,
4,2006," ",,0,,,310301,22692.1,298.8,14543.4,20.1,7829.8,0,21.3,0,5193.3,7557.2,1625.7,156.4,10.7,0,35.7,52,11.2,1.1,0.1,,,,,,
4,2007," ",,0,,,280494,20347.3,244.1,12865.6,23.1,7214.5,0,21.8,0,4688.8,6608.6,1432.6,134,1.5,0,36.4,51.4,11.1,1,0,,,,,,
4,2008," ",,0,,,341247,25651.1,228.7,14599.3,17.7,9815.2,990.2,23.4,0,5973.8,7394.1,1188.3,30.6,12.5,0,40.9,50.6,8.1,0.2,0.1,,,,,,
4,2009," ",,0,,,329930,24135.9,318.8,14223.2,39.7,9554.2,0,23.2,0,5767.2,7209.3,1114.5,22.7,109.5,0,40.5,50.7,7.8,0.2,0.8,,,,,,
4,2010," ",,0,,,317264,23315.4,290.7,13654.8,43.5,9326.5,0,23.2,0,5760.9,6733.9,1046.4,18.1,95.6,0,42.2,49.3,7.7,0.1,0.7,,,,,,
4,2011," ",,0,,,315299,23314.2,271.2,13645.4,38.1,9322.9,36.6,23.1,0,5912,6670.1,1018.1,18.8,26.3,0,43.3,48.9,7.5,0.1,0.2,,,,,,
4,2012," ",,0,,,279454,20550.4,360.1,12230.7,23.8,7843.7,92.2,22.8,0,5449.9,5845.1,879.3,22.4,34,0,44.6,47.8,7.2,0.2,0.3,,,,,,
4,2013," ",,0,,,337963,24875.1,568.1,14725.3,41.7,9538.1,1.9,23,0,6715.6,6883,993.3,23.1,110.2,0,45.6,46.7,6.7,0.2,0.7,,,,,,
4,2014," ",,0,,,329787,25221.6,596.1,14984.1,54.7,9583.7,3.1,22,0,7111.7,6765.4,998.3,23.2,85.4,0,47.5,45.2,6.7,0.2,0.6,,,,,,
4,2015," ",,0,,,310801,25091.7,635.6,14738.9,65.1,9626.9,25.1,21.1,0,7499.2,6294.1,843.5,22.4,79.7,0,50.9,42.7,5.7,0.2,0.5,,,,,,
4,2016," ",,0,,,326189,26920.5,615.4,15664.2,85.1,10451.8,103.9,20.8,0,8331.2,6412.7,817.3,19.1,83.9,0,53.2,40.9,5.2,0.1,0.5,,,,,,
4,2017," ",,0,,,330256,27191.7,679.4,15841.6,68.8,10506.8,95.2,20.8,0,8698.4,6297.3,756.8,18,71.1,0,54.9,39.8,4.8,0.1,0.4,,,,,,
4,2006," ",,1,,,211057,14954.7,233.8,9392.4,16.8,5311.7,0,22.5,0,4706.9,3690.5,896.8,90.7,7.4,0,50.1,39.3,9.5,1,0.1,,,,,,
4,2007," ",,1,,,205681,15290.4,234.2,9503.9,17.9,5534.4,0,21.6,0,4862.5,3663.1,879.2,93.1,6.1,0,51.2,38.5,9.3,1,0.1,,,,,,
4,2008," ",,1,,,248880,19158.8,608.3,11059.1,21.2,7470.2,0,22.5,0,6206.5,4141.5,680,16.3,14.8,0,56.1,37.4,6.1,0.1,0.1,,,,,,
4,2009," ",,1,,,252947,18955.3,249.2,11106.4,16.3,7583.5,0,22.8,0,6177.2,4069.9,733.1,29.4,96.8,0,55.6,36.6,6.6,0.3,0.9,,,,,,
4,2010," ",,1,,,246786,19001.7,314.7,10819.2,31.3,7822.8,13.7,22.8,0,6091.6,4032.6,619.4,13.3,62.3,0,56.3,37.3,5.7,0.1,0.6,,,,,,
4,2011," ",,1,,,241501,18136.7,327.7,10393.6,45.5,7293.2,76.6,23.2,0,3858.2,5594.4,882.6,33.3,25.2,0,37.1,53.8,8.5,0.3,0.2,,,,,,
4,2012," ",,1,,,215243,15817,367.2,9348.4,110.2,5924.5,66.6,23,0,3627.3,4925.5,743.1,36.9,15.5,0,38.8,52.7,7.9,0.4,0.2,,,,,,
4,2013," ",,1,,,223278,15004.2,364.7,8873.9,178.9,5480.6,106.1,25.2,0,3334.7,4665.9,796.4,31.6,45.2,0,37.6,52.6,9,0.4,0.5,,,,,,
4,2014," ",,1,,,221642,16603.5,374.1,9739.1,235.3,6144.9,110.2,22.8,0,3725.2,5151.9,811.4,28.5,22.1,0,38.2,52.9,8.3,0.3,0.2,,,,,,
4,2015," ",,1,,,209288,17392.8,364.1,10232.2,234.9,6420.3,141.2,20.5,0,4126.2,5208.2,843.2,25.3,29.3,0,40.3,50.9,8.2,0.2,0.3,,,,,,
4,2016," ",,1,,,211113,17794.1,313.4,10542.7,91.2,6719,127.8,20,0,4421.6,5229,827.9,27.6,36.6,0,41.9,49.6,7.9,0.3,0.3,,,,,,
4,2017," ",,1,,,173944,15081.5,274.5,8862,39.1,5804,101.9,19.6,0,3770.1,4335.4,727,23.1,6.4,0,42.5,48.9,8.2,0.3,0.1,,,,,,
4,2006," ",3,,,,33942,2719.1,34.8,1856.6,2,825.8,0,18.3,0,903.9,772.7,170.7,9.2,0,0,48.7,41.6,9.2,0.5,0,,,,,,
4,2007," ",3,,,,17045,1452.2,10.8,1023.3,2,416,0,16.7,0,568.6,354,94.8,6,0,0,55.6,34.6,9.3,0.6,0,,,,,,
4,2008," ",3,,,,35036,2824.6,63.9,1811.8,2.2,944.4,2.2,19.3,0,1024.6,660.4,124.2,1,1.6,0,56.6,36.5,6.9,0.1,0.1,,,,,,
4,2009," ",3,,,,35419,2803.8,68.4,1800,3.1,932.3,0,19.7,0,1033.2,630.3,108.7,0,27.8,0,57.4,35,6,0,1.5,,,,,,
4,2010," ",3,,,,35029,2864.7,70.9,1817.9,4,971.9,0,19.3,0,1089.6,600.4,102.4,0,25.5,0,59.9,33,5.6,0,1.4,,,,,,
4,2011," ",3,,,,33360,2713,6,1709.8,4.1,985.3,7.9,19.5,0,1034.3,574.1,100.4,0,1,0,60.5,33.6,5.9,0,0.1,,,,,,
4,2012," ",3,,,,17642,1356,2.8,972.7,0.5,380,0,18.1,0,591.9,292.5,87.2,0,1,0,60.9,30.1,9,0,0.1,,,,,,
4,2013," ",3,,,,33297,2533.3,33.1,1629.9,2.4,867.8,0,20.4,0,1016.1,508.4,104.4,0,1,0,62.3,31.2,6.4,0,0.1,,,,,,
4,2014," ",3,,,,32975,2694.7,32.1,1770.7,8.1,883.8,0,18.6,0,1125.7,544.3,100.7,0,0,0,63.6,30.7,5.7,0,0,,,,,,
4,2015," ",3,,,,31277,2601,92.8,1666.5,7.6,834.2,0,18.8,0,1078,486.3,102.1,0.2,0,0,64.7,29.2,6.1,0,0,,,,,,
4,2016," ",3,,,,32097,2715.4,39.5,1711.1,9.8,954.2,0.8,18.8,0,1127.6,473.5,107.8,0.2,2,0,65.9,27.7,6.3,0,0.1,,,,,,
4,2017," ",3,,,,32179,2669.6,36.7,1660.9,9.5,961.9,0.6,19.4,0,1113.2,470.2,77.3,0.2,0,0,67,28.3,4.7,0,0,,,,,,
4,2006," ",4,,,,15110,1209.7,11.6,842.8,4.5,350.8,0,17.9,0,236.8,510.9,83.5,11.6,0,0,28.1,60.6,9.9,1.4,0,,,,,,
4,2007," ",4,,,,14371,1292.7,18.6,869.6,7,397.5,0,16.5,0,258,525.4,80.2,5.8,0,0,29.7,60.4,9.2,0.7,0,,,,,,
4,2008," ",4,,,,27581,2227.1,12,818.5,4.5,405.5,986.5,33.7,0,232.3,508.9,73.3,4,0,0,28.4,62.2,9,0.5,0,,,,,,
4,2009," ",4,,,,27356,2174.3,51.1,1399.5,7.6,716.1,0,19.5,0,351.1,885.2,145.7,2,15.4,0,25.1,63.3,10.4,0.1,1.1,,,,,,
4,2010," ",4,,,,27230,2154.8,47,1398.2,6,703.6,0,19.5,0,337.7,885.2,158.4,3,13.8,0,24.2,63.3,11.3,0.2,1,,,,,,
4,2011," ",4,,,,23716,1809.3,5,1156.1,7.3,640.7,0.3,20.5,0,161.7,844.9,144.7,4.9,0,0,14,73.1,12.5,0.4,0,,,,,,
4,2012," ",4,,,,26921,2118.1,7.9,1369.9,6.7,733.3,0.3,19.7,0,297.2,911.3,154.5,6.7,0.3,0,21.7,66.5,11.3,0.5,0,,,,,,
4,2013," ",4,,,,27287,2106.8,7,1343,10.7,746,0,20.3,0,291.6,899.9,143.5,4.9,3.1,0,21.7,67,10.7,0.4,0.2,,,,,,
4,2014," ",4,,,,27193,2140.1,36.7,1338.6,10,753.9,1,20.3,0,317.5,886.6,129.9,4.7,0,0,23.7,66.2,9.7,0.3,0,,,,,,
4,2015," ",4,,,,26713,2313.7,41.1,1453.4,10.3,807.9,1,18.4,0,416.1,901.5,130.1,5.7,0,0,28.6,62,8.9,0.4,0,,,,,,
4,2016," ",4,,,,27104,2436.5,44.3,1502.5,14.6,874.1,1,18,0,458,903.6,134.4,5.7,0.7,0,30.5,60.1,8.9,0.4,0,,,,,,
4,2017," ",4,,,,27323,2516.8,31.5,1536.8,15.7,931.8,1,17.8,0,495,909.9,124.6,5.7,1.6,0,32.2,59.2,8.1,0.4,0.1,,,,,,
4,2006," ",5,,,,8592,697.8,4.8,470.9,0,222.1,0,18.2,0,238.9,180.7,46,5.4,0,0,50.7,38.4,9.8,1.1,0,,,,,,
4,2007," ",5,,,,8552,720.6,3.8,473.8,0,243,0,18,0,247.3,172.9,48.2,5.4,0,0,52.2,36.5,10.2,1.1,0,,,,,,
4,2008," ",5,,,,8263,727.3,2,423.4,0,301.9,0,19.5,0,243.4,160.8,18.8,0.4,0,0,57.5,38,4.4,0.1,0,,,,,,
4,2009," ",5,,,,8407,700,10.9,414,0,275.1,0,20.3,0,232.5,163.6,17.5,0.4,0,0,56.2,39.5,4.2,0.1,0,,,,,,
4,2011," ",5,,,,8616,771.8,5,444,0,322.7,0,19.4,0,233.6,192.5,18,0,0,0,52.6,43.3,4.1,0,0,,,,,,
4,2012," ",5,,,,8603,617.4,12,367.6,0.5,237.2,0,23.4,0,183.5,168.6,15.1,0.4,0,0,49.9,45.9,4.1,0.1,0,,,,,,
4,2013," ",5,,,,8342,612.5,13,365.1,1,233.4,0,22.9,0,185.9,164.9,13.8,0.4,0,0,50.9,45.2,3.8,0.1,0,,,,,,
4,2014," ",5,,,,8224,605.8,14,357.1,0,233.7,1,23,0,185.4,159,12.7,0,0,0,51.9,44.5,3.5,0,0,,,,,,
4,2015," ",5,,,,8171,348.1,8,220.7,0,119.4,0,37,0,94.6,114.9,11.3,0,0,0,42.8,52.1,5.1,0,0,,,,,,
4,2016," ",5,,,,8111,628.1,12,367.9,1.5,246.8,0,22,0,206.7,150.7,10.5,0,0,0,56.2,41,2.8,0,0,,,,,,
4,2017," ",5,,,,8123,648.9,12.9,379.1,0.5,256.4,0,21.4,0,223.5,147.9,7.8,0,0,0,58.9,39,2.1,0,0,,,,,,
4,2006," ",6,,,,28506,2066,25,1362.5,2.1,676.4,0,20.9,0,571,686.3,88.2,15,2,0,41.9,50.4,6.5,1.1,0.1,,,,,,
4,2007," ",6,,,,29498,2067,20,1352.2,1.8,693.1,0,21.8,0,590.2,661.9,82.3,17.8,0,0,43.7,48.9,6.1,1.3,0,,,,,,
4,2008," ",6,,,,30191,2118.6,8,1341.1,2.4,767.1,0,22.5,0,620.8,648.6,71.7,0,0,0,46.3,48.4,5.3,0,0,,,,,,
4,2009," ",6,,,,30736,2097.4,12,1304,2.4,779,0,23.6,0,617.4,615.3,56.4,2,12.8,0,47.3,47.2,4.3,0.2,1,,,,,,
4,2010," ",6,,,,30304,2146.3,20.6,1296.6,6.3,822.8,0,23.4,0,647.1,588.8,55,2,3.8,0,49.9,45.4,4.2,0.2,0.3,,,,,,
4,2011," ",6,,,,30273,2152.9,15.4,1334.8,6.5,796.3,0,22.7,0,705.8,570.6,54.1,3,1.3,0,52.9,42.8,4.1,0.2,0.1,,,,,,
4,2012," ",6,,,,30528,2062,17.3,1300.8,3.6,740.3,0,23.5,0,690.4,556.9,48.5,4,1,0,53.1,42.8,3.7,0.3,0.1,,,,,,
4,2013," ",6,,,,31065,2038.6,35.1,1288.4,3.6,711.6,0,24.1,0,682.6,550.4,47.7,3,4.7,0,53,42.7,3.7,0.2,0.4,,,,,,
4,2014," ",6,,,,31293,1998.8,34.1,1340.9,3.8,620,0,23.3,0,751.7,535.5,46.1,5,2.6,0,56.1,39.9,3.4,0.4,0.2,,,,,,
4,2015," ",6,,,,30654,2043.8,33.1,1365.4,5.2,640.2,0,22.5,0,778,536.7,45.5,4,1.1,0,57,39.3,3.3,0.3,0.1,,,,,,
4,2016," ",6,,,,31735,2145.6,49.1,1403.4,10.2,682.9,0,22.6,0,807.8,546.6,47.9,1,0.1,0,57.6,39,3.4,0.1,0,,,,,,
4,2017," ",6,,,,33180,2235.4,57.4,1480.9,5.9,690.6,0.6,22.4,0,879.5,554.3,43.4,1,2.6,0,59.4,37.4,2.9,0.1,0.2,,,,,,
4,2006," ",7,,,,18576,1432.3,19,935.3,0,478,0,19.9,0,395.4,415.3,116,8.6,0,0,42.3,44.4,12.4,0.9,0,,,,,,
4,2007," ",7,,,,18988,1449.8,14,930.8,1,504,0,20.4,0,399.2,407.5,114.6,9.6,0,0,42.9,43.8,12.3,1,0,,,,,,
4,2008," ",7,,,,20946,1464.3,1,867.4,1,594.9,0,24.1,0,412.6,381.7,71.5,1.6,0,0,47.6,44,8.2,0.2,0,,,,,,
4,2013," ",7,,,,19698,1448.7,1,862.1,4.2,581.4,0,22.8,0,427.6,321.5,95.4,0,17.7,0,49.6,37.3,11.1,0,2,,,,,,
4,2014," ",7,,,,19387,1484,0,873.1,5.7,605.3,0,22.2,0,440.9,318.5,99.7,0,14,0,50.5,36.5,11.4,0,1.6,,,,,,
4,2015," ",7,,,,18706,1519.2,0,847.1,2.5,669.7,0,22.1,0,479.9,319.3,31.1,0,16.8,0,56.7,37.7,3.7,0,2,,,,,,
4,2016," ",7,,,,18982,1768.4,0,1017.1,0,751.3,0,18.7,0,665.1,312.4,27.1,0,12.5,0,65.4,30.7,2.7,0,1.2,,,,,,
4,2017," ",7,,,,19673,1766.5,0,969.5,0,797,0,20.3,0,625.6,303.3,28.9,0,11.7,0,64.5,31.3,3,0,1.2,,,,,,
4,2006," ",8,,,,835,36,0,29.3,0,6.7,0,28.5,0,3.7,22.6,3,0,0,0,12.7,77,10.2,0,0,,,,,,
4,2007," ",8,,,,825,58.7,1,36.3,0,21.4,0,22.8,0,4,28.4,2.9,0,1,0,11,78.2,8,0,2.8,,,,,,
4,2008," ",8,,,,828,65.6,1,35,0,29.6,0,23.6,0,1,27.1,3.9,1,2,0,2.9,77.4,11.1,2.9,5.7,,,,,,
4,2009," ",8,,,,857,68.4,1,32,0,35.4,0,26.8,0,0,26.1,3.9,0,2,0,0,81.6,12.2,0,6.3,,,,,,
4,2010," ",8,,,,815,68.8,1,30.7,0,37.1,0,26.6,0,0,24.8,3.9,0,2,0,0,80.8,12.7,0,6.5,,,,,,
4,2011," ",8,,,,838,69.2,1,30.3,0,37.9,0,27.7,0,0,24.4,2.9,0,3,0,0,80.5,9.6,0,9.9,,,,,,
4,2012," ",8,,,,866,63.2,2.9,26.4,0,23.6,10.3,32.8,0,0,23.4,3,0,0,0,0,88.6,11.4,0,0,,,,,,
4,2013," ",8,,,,922,65.1,3.9,27.2,0,34,0,33.9,0,0.8,23.4,3,0,0,0,2.9,86,11,0,0,,,,,,
4,2014," ",8,,,,823,68.6,4.9,33.8,0,29.9,0,24.3,0,5.9,22,3,0,2.9,0,17.5,65.1,8.9,0,8.6,,,,,,
4,2015," ",8,,,,888,65,3.9,32.7,0,28.4,0,27.2,0,6.8,20,3,0,2.9,0,20.8,61.1,9.2,0,8.9,,,,,,
4,2016," ",8,,,,871,69.1,3,31.5,0,34.6,0,27.7,0,8.5,20,3,0,0,0,27,63.4,9.5,0,0,,,,,,
4,2017," ",8,,,,839,69.1,3,29.2,0,36.9,0,28.8,0,6.2,21,2,0,0,0,21.3,71.9,6.9,0,0,,,,,,
4,2006," ",9,,,,18621,1323.5,23.5,879.6,1.9,418.5,0,21.2,0,441.3,350.4,82.8,5,0,0,50.2,39.8,9.4,0.6,0,,,,,,
4,2007," ",9,,,,18385,1299.1,22.6,861,0,415.5,0,21.4,0,438.3,333.3,84.4,5,0,0,50.9,38.7,9.8,0.6,0,,,,,,
4,2008," ",9,,,,18232,1323.9,12.9,800,1,510,0,22.8,0,464.2,309.9,25.9,0,0,0,58,38.7,3.2,0,0,,,,,,
4,2009," ",9,,,,18421,1356.5,11.9,830.6,3,511,0,22.2,0,492.9,292.6,36,0,9,0,59.3,35.2,4.3,0,1.1,,,,,,
4,2010," ",9,,,,18131,1375.6,9,836.6,0.5,529.5,0,21.7,0,520.5,274.1,32.4,0,9.6,0,62.2,32.8,3.9,0,1.1,,,,,,
4,2011," ",9,,,,17099,1350.2,8,808.9,0,533.3,0,21.1,0,510.2,268.5,29.6,0,0.6,0,63.1,33.2,3.7,0,0.1,,,,,,
4,2012," ",9,,,,16038,1270.2,13.6,730.4,0.5,525.7,0,22,0,470.2,234.4,25.3,0,0.6,0,64.4,32.1,3.5,0,0.1,,,,,,
4,2013," ",9,,,,15865,1179,13.7,670.9,1.5,492.8,0,23.6,0,419.8,230.7,20.4,0,0,0,62.6,34.4,3,0,0,,,,,,
4,2014," ",9,,,,15685,1142.7,12.5,653.7,2.5,474.1,0,24,0,404.1,231.8,17.7,0,0,0,61.8,35.5,2.7,0,0,,,,,,
4,2015," ",9,,,,15996,1138.5,19.6,658.2,4,448.4,8.4,24.3,0,419.1,223,16.1,0,0,0,63.7,33.9,2.5,0,0,,,,,,
4,2016," ",9,,,,16740,1189.7,19.6,686.3,3.5,466.5,13.7,24.4,0,462.1,210.8,13.5,0,0,0,67.3,30.7,2,0,0,,,,,,
4,2017," ",9,,,,16749,1225.6,20.7,722.2,4.7,467.1,10.8,23.2,0,509.4,202,10.9,0,0,0,70.5,28,1.5,0,0,,,,,,
4,2006," ",10,,,,8172,531.6,11,333.6,0,187,0,24.5,0,163.7,140.1,29.2,0,0.6,0,49.1,42,8.8,0,0.2,,,,,,
4,2007," ",10,,,,8051,581.2,10,344.9,0.4,225.9,0,23.3,0,180,135.1,29.4,0,0.4,0,52.2,39.2,8.5,0,0.1,,,,,,
4,2008," ",10,,,,13635,1129.9,25.4,722.9,0.5,381.1,0,18.9,0,457.2,231.2,31.2,0,3.3,0,63.2,32,4.3,0,0.5,,,,,,
4,2009," ",10,,,,13673,1049.1,23.9,678.2,1,346,0,20.2,0,418.3,196.1,50.2,0,13.7,0,61.7,28.9,7.4,0,2,,,,,,
4,2010," ",10,,,,13251,1102.8,28.8,706.2,3,364.8,0,18.8,0,435.5,210.5,51.8,1,7.5,0,61.7,29.8,7.3,0.1,1.1,,,,,,
4,2011," ",10,,,,12227,996.8,30.8,633.3,1,331.8,0,19.3,0,352.7,227.2,45.5,1,6.8,0,55.7,35.9,7.2,0.2,1.1,,,,,,
4,2012," ",10,,,,12079,963.5,30,601.8,1,330.6,0,20.1,0,354.4,199.8,42.6,0,5,0,58.9,33.2,7.1,0,0.8,,,,,,
4,2013," ",10,,,,12249,953.7,25,609.4,9.4,309.9,0,20.1,0,364.8,197.7,42.1,0,4.7,0,59.9,32.4,6.9,0,0.8,,,,,,
4,2014," ",10,,,,12830,1009.4,11,665.4,0.9,332,0,19.3,0,401.5,219.5,39.2,0,5.2,0,60.3,33,5.9,0,0.8,,,,,,
4,2015," ",10,,,,12766,1072.4,11,702.1,2.5,356.7,0,18.2,0,449.7,213.7,34.3,0,4.4,0,64,30.4,4.9,0,0.6,,,,,,
4,2016," ",10,,,,13067,1117.3,10.8,727.5,4.2,374.8,0,18,0,475.5,213.2,34.3,1,3.4,0,65.4,29.3,4.7,0.1,0.5,,,,,,
4,2017," ",10,,,,12994,1139.3,11.8,726.5,3.9,397.1,0,17.9,0,460.8,225.9,32,0,7.8,0,63.4,31.1,4.4,0,1.1,,,,,,
4,2006," ",11,,,,13707,971,9.6,575,2,384.4,0,23.8,0,145.2,361.5,52.9,15.3,0,0,25.3,62.9,9.2,2.7,0,,,,,,
4,2007," ",11,,,,14295,1081,6.8,624.7,2.1,447.4,0,22.9,0,185.7,359.2,65.5,14.3,0,0,29.7,57.5,10.5,2.3,0,,,,,,
4,2008," ",11,,,,14389,1125.6,2,608.2,0,515.4,0,23.7,0,209.9,347.7,50.6,0,0,0,34.5,57.2,8.3,0,0,,,,,,
4,2009," ",11,,,,14839,1147.8,8,621.8,4.4,513.6,0,23.9,0,235.8,338.6,47.4,0,0,0,37.9,54.4,7.6,0,0,,,,,,
4,2010," ",11,,,,14389,1192.5,8,657.1,7.5,520,0,21.9,0,278.9,331.8,46.3,0,0,0,42.4,50.5,7.1,0,0,,,,,,
4,2011," ",11,,,,13458,1105.2,8,609.6,6.5,481.1,0,22.1,0,253.9,312.7,43,0,0,0,41.6,51.3,7.1,0,0,,,,,,
4,2012," ",11,,,,12996,1051.7,8,580.2,3,460.5,0,22.4,0,238.8,297.8,43.6,0,0,0,41.2,51.3,7.5,0,0,,,,,,
4,2013," ",11,,,,12621,1047.8,0,546.7,0.5,500.6,0,23.1,0,183.2,324.3,39.2,0,0,0,33.5,59.3,7.2,0,0,,,,,,
4,2014," ",11,,,,12332,1092.4,0,550,0.5,541.9,0,22.4,0,207.9,309.3,32.8,0,0,0,37.8,56.2,6,0,0,,,,,,
4,2015," ",11,,,,11872,1133.6,0,579,1.5,553.1,0,20.5,0,229.1,318.3,31.6,0,0,0,39.6,55,5.5,0,0,,,,,,
4,2016," ",11,,,,12064,1112.4,0,559.2,2,551.2,0,21.6,0,227.6,303.1,28.4,0,0,0,40.7,54.2,5.1,0,0,,,,,,
4,2017," ",11,,,,12140,1103.3,0,563.5,0,539.8,0,21.5,0,233,304.5,26,0,0,0,41.4,54,4.6,0,0,,,,,,
4,2006," ",12,,,,8287,478.4,4,341.8,0,132.7,0,24.2,0,195.4,111.8,30.6,4,0,0,57.2,32.7,9,1.2,0,,,,,,
4,2007," ",12,,,,8389,507.8,4,360.8,0,143,0,23.3,0,219.8,101.2,35.8,4,0,0,60.9,28,9.9,1.1,0,,,,,,
4,2008," ",12,,,,8438,534.9,17,358.1,0,158.3,1.5,23.6,0,248.2,89.3,18.6,2,0,0,69.3,24.9,5.2,0.6,0,,,,,,
4,2009," ",12,,,,8681,568.8,22.6,371.2,0,175,0,23.4,0,260.5,92.5,16.2,0,2,0,70.2,24.9,4.4,0,0.5,,,,,,
4,2010," ",12,,,,8786,587.8,15.1,384.1,0,188.6,0,22.9,0,238.9,128.4,14.8,0,2,0,62.2,33.4,3.9,0,0.5,,,,,,
4,2011," ",12,,,,9347,563.1,15,360.2,0,187.9,0,26,0,222.1,121.7,13.4,1,2,0,61.7,33.8,3.7,0.3,0.6,,,,,,
